,,,,,,,,,,,,,,,,,,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993165,,hlsp_qlp_tess_ffi_s0019-0000000311993165_tess_v01_llc,88.1334202064,32.6481799098,4,58815.59937972,1800,59181.05508,,379.797242968371,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911359,,hlsp_qlp_tess_ffi_s0019-0000000308911359_tess_v01_llc,87.9498692675,32.5579437189,4,58815.59938692,1800,59181.05508,,380.476066565029,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992750,,hlsp_qlp_tess_ffi_s0019-0000000311992750_tess_v01_llc,88.2038576618,32.5458788697,4,58815.59937903,1800,59181.05508,,383.54152251819,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911522,,hlsp_qlp_tess_ffi_s0019-0000000308911522_tess_v01_llc,87.959342,32.50988,4,58815.59938735,1800,59181.05508,,383.816849380884,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993144,,hlsp_qlp_tess_ffi_s0019-0000000311993144_tess_v01_llc,88.15007153,32.6414805002,4,58815.59937929,1800,59181.05508,,385.059895481976,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911330,,hlsp_qlp_tess_ffi_s0019-0000000308911330_tess_v01_llc,87.9489422366,32.5669888021,4,58815.59938681,1800,59181.05508,,386.153736422648,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909772,,hlsp_qlp_tess_ffi_s0019-0000000311909772_tess_v01_llc,88.0505385204,32.6618451902,4,58815.59938214,1800,59181.05508,,395.700528918468,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909799,,hlsp_qlp_tess_ffi_s0019-0000000311909799_tess_v01_llc,88.0186007495,32.6527436216,4,58815.5993833,1800,59181.05508,,395.703587054198,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910738,,hlsp_qlp_tess_ffi_s0019-0000000311910738_tess_v01_llc,88.0310116555,32.4486712405,4,58815.599386,1800,59181.05508,,396.07816989251,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909764,,hlsp_qlp_tess_ffi_s0019-0000000311909764_tess_v01_llc,88.0689937703,32.664009896,4,58815.59938153,1800,59181.05508,,396.361421885832,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909760,,hlsp_qlp_tess_ffi_s0019-0000000311909760_tess_v01_llc,88.083259229,32.6649592573,4,58815.59938106,1800,59181.05508,,399.62522278701,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992395,,hlsp_qlp_tess_ffi_s0019-0000000311992395_tess_v01_llc,88.1292802669,32.4496605358,4,58815.59938286,1800,59181.05508,,401.134801739555,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911182,,hlsp_qlp_tess_ffi_s0019-0000000308911182_tess_v01_llc,87.9641176291,32.6144585122,4,58815.59938561,1800,59181.05508,,402.31954050611,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911245,,hlsp_qlp_tess_ffi_s0019-0000000308911245_tess_v01_llc,87.9471374685,32.5915918903,4,58815.59938649,1800,59181.05508,,412.174061170261,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993187,,hlsp_qlp_tess_ffi_s0019-0000000311993187_tess_v01_llc,88.1450266581,32.6532943408,4,58815.59937927,1800,59181.05508,,412.72030161023,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909786,,hlsp_qlp_tess_ffi_s0019-0000000311909786_tess_v01_llc,88.0184872743,32.6582739629,4,58815.59938321,1800,59181.05508,,413.815965314607,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911243,,hlsp_qlp_tess_ffi_s0019-0000000308911243_tess_v01_llc,87.9462994425,32.5922903299,4,58815.59938651,1800,59181.05508,,415.410337522111,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992359,,hlsp_qlp_tess_ffi_s0019-0000000311992359_tess_v01_llc,88.112311441,32.4401829381,4,58815.59938354,1800,59181.05508,,416.507362468029,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993153,,hlsp_qlp_tess_ffi_s0019-0000000311993153_tess_v01_llc,88.1602582102,32.6462092499,4,58815.5993789,1800,59181.05508,,417.032208763642,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910747,,hlsp_qlp_tess_ffi_s0019-0000000311910747_tess_v01_llc,88.0179077203,32.4468727287,4,58815.59938645,1800,59181.05508,,417.365528538761,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992949,,hlsp_qlp_tess_ffi_s0019-0000000311992949_tess_v01_llc,88.206921312,32.5934450064,4,58815.59937821,1800,59181.05508,,417.827877984752,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992396,,hlsp_qlp_tess_ffi_s0019-0000000311992396_tess_v01_llc,88.1423186676,32.4497912155,4,58815.59938244,1800,59181.05508,,417.939192649286,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992436,,hlsp_qlp_tess_ffi_s0019-0000000311992436_tess_v01_llc,88.1659330156,32.4623629292,4,58815.5993815,1800,59181.05508,,420.632112618614,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910723,,hlsp_qlp_tess_ffi_s0019-0000000311910723_tess_v01_llc,88.0031789789,32.4520386107,4,58815.59938684,1800,59181.05508,,422.15820098243,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909741,,hlsp_qlp_tess_ffi_s0019-0000000311909741_tess_v01_llc,88.0534650784,32.6712595605,4,58815.59938191,1800,59181.05508,,427.479297707965,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911482,,hlsp_qlp_tess_ffi_s0019-0000000308911482_tess_v01_llc,87.9392922559,32.5211955971,4,58815.59938781,1800,59181.05508,,427.7333548583,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911209,,hlsp_qlp_tess_ffi_s0019-0000000308911209_tess_v01_llc,87.9477982783,32.6052064501,4,58815.59938626,1800,59181.05508,,429.15628477388,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992349,,hlsp_qlp_tess_ffi_s0019-0000000311992349_tess_v01_llc,88.1166858711,32.4375037865,4,58815.59938345,1800,59181.05508,,429.403580503854,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910654,,hlsp_qlp_tess_ffi_s0019-0000000311910654_tess_v01_llc,87.9739776539,32.468759296,4,58815.59938751,1800,59181.05508,,430.41229489688,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909846,,hlsp_qlp_tess_ffi_s0019-0000000311909846_tess_v01_llc,87.9757800387,32.6388351031,4,58815.59938486,1800,59181.05508,,430.416897646942,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911496,,hlsp_qlp_tess_ffi_s0019-0000000308911496_tess_v01_llc,87.9391234714,32.5168522981,4,58815.59938789,1800,59181.05508,,432.620107425157,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992978,,hlsp_qlp_tess_ffi_s0019-0000000311992978_tess_v01_llc,88.2093660545,32.6012621083,4,58815.59937802,1800,59181.05508,,435.174408706721,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911534,,hlsp_qlp_tess_ffi_s0019-0000000308911534_tess_v01_llc,87.9423672242,32.5070802637,4,58815.59938793,1800,59181.05508,,435.221376681238,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992630,,hlsp_qlp_tess_ffi_s0019-0000000311992630_tess_v01_llc,88.2153125854,32.517894913,4,58815.59937909,1800,59181.05508,,436.022499478187,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910793,,hlsp_qlp_tess_ffi_s0019-0000000311910793_tess_v01_llc,88.1091595455,32.4335445218,4,58815.59938374,1800,59181.05508,,437.361941975297,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910798,,hlsp_qlp_tess_ffi_s0019-0000000311910798_tess_v01_llc,88.1041378142,32.4324659512,4,58815.59938392,1800,59181.05508,,437.97769659913,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911591,,hlsp_qlp_tess_ffi_s0019-0000000308911591_tess_v01_llc,87.9512167302,32.4883590458,4,58815.59938793,1800,59181.05508,,441.707771098999,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992922,,hlsp_qlp_tess_ffi_s0019-0000000311992922_tess_v01_llc,88.2182146644,32.5859714532,4,58815.59937797,1800,59181.05508,,442.218656057993,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911398,,hlsp_qlp_tess_ffi_s0019-0000000308911398_tess_v01_llc,87.9294955376,32.5444818572,4,58815.59938777,1800,59181.05508,,442.972562479262,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910770,,hlsp_qlp_tess_ffi_s0019-0000000311910770_tess_v01_llc,88.0149074195,32.4399298759,4,58815.59938665,1800,59181.05508,,443.87634477193,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910787,,hlsp_qlp_tess_ffi_s0019-0000000311910787_tess_v01_llc,88.0307431759,32.4346689211,4,58815.59938622,1800,59181.05508,,443.985763535623,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910811,,hlsp_qlp_tess_ffi_s0019-0000000311910811_tess_v01_llc,88.0484252347,32.4297295372,4,58815.59938573,1800,59181.05508,,447.849387487679,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910762,,hlsp_qlp_tess_ffi_s0019-0000000311910762_tess_v01_llc,88.0063138617,32.4421587447,4,58815.59938689,1800,59181.05508,,448.313589636026,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911517,,hlsp_qlp_tess_ffi_s0019-0000000308911517_tess_v01_llc,87.9360828377,32.5105734706,4,58815.59938808,1800,59181.05508,,448.554640475476,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992556,,hlsp_qlp_tess_ffi_s0019-0000000311992556_tess_v01_llc,88.210398515,32.4977864322,4,58815.59937955,1800,59181.05508,,448.638861779591,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992622,,hlsp_qlp_tess_ffi_s0019-0000000311992622_tess_v01_llc,88.2186783776,32.514370101,4,58815.59937904,1800,59181.05508,,449.560517054705,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911597,,hlsp_qlp_tess_ffi_s0019-0000000308911597_tess_v01_llc,87.9489509033,32.4867170941,4,58815.59938803,1800,59181.05508,,450.666990282744,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909721,,hlsp_qlp_tess_ffi_s0019-0000000311909721_tess_v01_llc,88.0832403434,32.6794421516,4,58815.59938084,1800,59181.05508,,451.701664737312,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911278,,hlsp_qlp_tess_ffi_s0019-0000000308911278_tess_v01_llc,87.9303839333,32.5828381937,4,58815.59938716,1800,59181.05508,,452.030179073859,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993020,,hlsp_qlp_tess_ffi_s0019-0000000311993020_tess_v01_llc,88.2099321706,32.6114128582,4,58815.59937784,1800,59181.05508,,452.346955343121,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909740,,hlsp_qlp_tess_ffi_s0019-0000000311909740_tess_v01_llc,88.023302113,32.6716438988,4,58815.59938286,1800,59181.05508,,452.540677592131,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911264,,hlsp_qlp_tess_ffi_s0019-0000000308911264_tess_v01_llc,87.9306904168,32.5879555894,4,58815.59938707,1800,59181.05508,,455.787554812639,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911678,,hlsp_qlp_tess_ffi_s0019-0000000308911678_tess_v01_llc,87.96414862,32.4670697013,4,58815.59938785,1800,59181.05508,,456.334081097432,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992403,,hlsp_qlp_tess_ffi_s0019-0000000311992403_tess_v01_llc,88.1690337576,32.4514992777,4,58815.59938157,1800,59181.05508,,457.039421651224,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910705,,hlsp_qlp_tess_ffi_s0019-0000000311910705_tess_v01_llc,87.9754416868,32.4572105566,4,58815.59938764,1800,59181.05508,,457.428206911049,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992412,,hlsp_qlp_tess_ffi_s0019-0000000311992412_tess_v01_llc,88.1752660621,32.455288387,4,58815.59938131,1800,59181.05508,,458.383390307238,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911168,,hlsp_qlp_tess_ffi_s0019-0000000308911168_tess_v01_llc,87.9449040263,32.6181435351,4,58815.59938616,1800,59181.05508,,458.851594156295,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992545,,hlsp_qlp_tess_ffi_s0019-0000000311992545_tess_v01_llc,88.2127485373,32.4947857752,4,58815.59937952,1800,59181.05508,,459.83425690978,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992639,,hlsp_qlp_tess_ffi_s0019-0000000311992639_tess_v01_llc,88.2244283839,32.5204062853,4,58815.59937876,1800,59181.05508,,460.209655825942,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992698,,hlsp_qlp_tess_ffi_s0019-0000000311992698_tess_v01_llc,88.228444664,32.5364886914,4,58815.59937839,1800,59181.05508,,461.110634699477,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909706,,hlsp_qlp_tess_ffi_s0019-0000000311909706_tess_v01_llc,88.0632307378,32.6819256572,4,58815.59938143,1800,59181.05508,,461.966578850446,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911552,,hlsp_qlp_tess_ffi_s0019-0000000308911552_tess_v01_llc,87.935259784,32.5017738693,4,58815.59938824,1800,59181.05508,,462.504784151358,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909701,,hlsp_qlp_tess_ffi_s0019-0000000311909701_tess_v01_llc,88.0776122192,32.6833983046,4,58815.59938095,1800,59181.05508,,465.502371589943,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993200,,hlsp_qlp_tess_ffi_s0019-0000000311993200_tess_v01_llc,88.1679680245,32.6585350517,4,58815.59937846,1800,59181.05508,,466.572912686696,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910834,,hlsp_qlp_tess_ffi_s0019-0000000311910834_tess_v01_llc,88.0647256005,32.4223729884,4,58815.59938533,1800,59181.05508,,467.630147107531,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911484,,hlsp_qlp_tess_ffi_s0019-0000000308911484_tess_v01_llc,87.9247225662,32.5206706693,4,58815.59938828,1800,59181.05508,,470.988000135521,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992744,,hlsp_qlp_tess_ffi_s0019-0000000311992744_tess_v01_llc,88.2329406976,32.5442083766,4,58815.59937813,1800,59181.05508,,472.0036862519,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992357,,hlsp_qlp_tess_ffi_s0019-0000000311992357_tess_v01_llc,88.1570831291,32.4395590384,4,58815.59938213,1800,59181.05508,,472.138181112926,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911471,,hlsp_qlp_tess_ffi_s0019-0000000308911471_tess_v01_llc,87.922214293,32.5242710682,4,58815.59938831,1800,59181.05508,,475.423792070963,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909683,,hlsp_qlp_tess_ffi_s0019-0000000311909683_tess_v01_llc,88.0961224975,32.6862707794,4,58815.59938032,1800,59181.05508,,479.508952892705,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909694,,hlsp_qlp_tess_ffi_s0019-0000000311909694_tess_v01_llc,88.0396619488,32.6848827603,4,58815.59938213,1800,59181.05508,,483.748047565323,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911146,,hlsp_qlp_tess_ffi_s0019-0000000308911146_tess_v01_llc,87.9404157741,32.6253124169,4,58815.59938619,1800,59181.05508,,483.91085250033,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992579,,hlsp_qlp_tess_ffi_s0019-0000000311992579_tess_v01_llc,88.2275524699,32.50277893,4,58815.59937893,1800,59181.05508,,489.056134453558,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911240,,hlsp_qlp_tess_ffi_s0019-0000000308911240_tess_v01_llc,87.9185725867,32.5930970169,4,58815.59938737,1800,59181.05508,,496.252170615726,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993084,,hlsp_qlp_tess_ffi_s0019-0000000311993084_tess_v01_llc,88.2170350264,32.6259838625,4,58815.5993774,1800,59181.05508,,496.923353801809,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909696,,hlsp_qlp_tess_ffi_s0019-0000000311909696_tess_v01_llc,88.0212023968,32.6842836827,4,58815.59938273,1800,59181.05508,,497.45750210006,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909783,,hlsp_qlp_tess_ffi_s0019-0000000311909783_tess_v01_llc,87.9687502972,32.6590302525,4,58815.59938478,1800,59181.05508,,498.380800627598,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992283,,hlsp_qlp_tess_ffi_s0019-0000000311992283_tess_v01_llc,88.1264708137,32.4196186786,4,58815.5993834,1800,59181.05508,,499.681755819069,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911696,,hlsp_qlp_tess_ffi_s0019-0000000308911696_tess_v01_llc,87.9519540285,32.4598029466,4,58815.59938834,1800,59181.05508,,501.376145759871,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909662,,hlsp_qlp_tess_ffi_s0019-0000000311909662_tess_v01_llc,88.0580257729,32.6926354261,4,58815.59938143,1800,59181.05508,,501.897637712961,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911523,,hlsp_qlp_tess_ffi_s0019-0000000308911523_tess_v01_llc,87.9173618087,32.5097256421,4,58815.59938868,1800,59181.05508,,503.348653179888,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311909739,,hlsp_qlp_tess_ffi_s0019-0000000311909739_tess_v01_llc,87.98455523,32.6718595265,4,58815.59938408,1800,59181.05508,,506.695382814169,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910887,,hlsp_qlp_tess_ffi_s0019-0000000311910887_tess_v01_llc,88.0621461428,32.4115540297,4,58815.59938557,1800,59181.05508,,507.088769445306,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992873,,hlsp_qlp_tess_ffi_s0019-0000000311992873_tess_v01_llc,88.2442685128,32.5748406765,4,58815.5993773,1800,59181.05508,,511.246666500458,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992287,,hlsp_qlp_tess_ffi_s0019-0000000311992287_tess_v01_llc,88.1400703595,32.41992222,4,58815.59938296,1800,59181.05508,,512.584685025126,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911226,,hlsp_qlp_tess_ffi_s0019-0000000308911226_tess_v01_llc,87.9146554259,32.598798789,4,58815.59938741,1800,59181.05508,,513.780220603938,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910896,,hlsp_qlp_tess_ffi_s0019-0000000311910896_tess_v01_llc,88.0781042288,32.4090215006,4,58815.5993851,1800,59181.05508,,514.329423994246,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911142,,hlsp_qlp_tess_ffi_s0019-0000000308911142_tess_v01_llc,87.9294064685,32.6269569237,4,58815.59938651,1800,59181.05508,,515.452357118616,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910885,,hlsp_qlp_tess_ffi_s0019-0000000311910885_tess_v01_llc,88.040742758,32.4118247499,4,58815.59938625,1800,59181.05508,,515.650354044623,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993093,,hlsp_qlp_tess_ffi_s0019-0000000311993093_tess_v01_llc,88.2232205089,32.6278602278,4,58815.59937717,1800,59181.05508,,516.454373098641,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910892,,hlsp_qlp_tess_ffi_s0019-0000000311910892_tess_v01_llc,88.0527737327,32.4096600925,4,58815.5993859,1800,59181.05508,,517.03114135414,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910821,,hlsp_qlp_tess_ffi_s0019-0000000311910821_tess_v01_llc,87.9904987198,32.4273547115,4,58815.59938761,1800,59181.05508,,518.261422195356,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993249,,hlsp_qlp_tess_ffi_s0019-0000000311993249_tess_v01_llc,88.1694883788,32.6751092695,4,58815.59937816,1800,59181.05508,,518.389119765491,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992263,,hlsp_qlp_tess_ffi_s0019-0000000311992263_tess_v01_llc,88.1281341301,32.4141660792,4,58815.59938343,1800,59181.05508,,519.921212558466,
,HLSP,QLP,Photometer,TESS,TESS,Optical,308911409,,hlsp_qlp_tess_ffi_s0019-0000000308911409_tess_v01_llc,87.9037780895,32.5408630971,4,58815.59938864,1800,59181.05508,,521.793712567561,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993134,,hlsp_qlp_tess_ffi_s0019-0000000311993134_tess_v01_llc,88.2179929483,32.6375938671,4,58815.59937719,1800,59181.05508,,522.391834011127,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993262,,hlsp_qlp_tess_ffi_s0019-0000000311993262_tess_v01_llc,88.167994572,32.6778824168,4,58815.59937817,1800,59181.05508,,524.419452398532,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311992285,,hlsp_qlp_tess_ffi_s0019-0000000311992285_tess_v01_llc,88.1504911744,32.419799525,4,58815.59938263,1800,59181.05508,,525.611209248612,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311910904,,hlsp_qlp_tess_ffi_s0019-0000000311910904_tess_v01_llc,88.0578081879,32.4059434045,4,58815.59938579,1800,59181.05508,,528.469845254946,
,HLSP,QLP,Photometer,TESS,TESS,Optical,311993043,,hlsp_qlp_tess_ffi_s0019-0000000311993043_tess_v01_llc,88.2348202889,32.6171367474,4,58815.59937696,1800,59181.05508,,529.105682345902,
